STORE,LATITUDE,LONGITUDE,NEIGHBOR ID,NEIGHBOR STORE,NEIGHBOR LATITUDE,NEIGHBOR LONGITUDE,DISTANCE,COUNTS,id,business_id,name,address,postal_code,attributes,stars,categories
Red Lobster,53.47751235961914,-113.4948501586914,63952,Health Fare Restaurant,53.452847,-113.50873,[0.],18,63952,LPBhmvuUm3gOJGlYmSno2Q,Health Fare Restaurant,10865 23 Avenue,T6J,"{""Alcohol"":""u'none'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True""}",3.5,"Delis, Asian Fusion, Soul Food, Restaurants"
Red Lobster,53.47751235961914,-113.4948501586914,110410,Nomiya,53.471962,-113.495094,"[351.9 285.7 165.3 263.2 344.3 366.  308.6 352.9   0.  209.6 103.1 253.7
 479.4 297.6 318.6 382.1 361.5 485.4]",18,110410,qzqR-O_gi6eDeXbV0Yjjow,Nomiya,"3803 Calgary Trail, Unit 646",T6J 2X8,"{""OutdoorSeating"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""WiFi"":""u'no'"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""'beer_and_wine'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Caters"":""False"",""BikeParking"":""True"",""HappyHour"":""True"",""HasTV"":""True""}",3.5,"Ramen, Noodles, Japanese, Sushi Bars, Restaurants, Tapas Bars"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,108698,Cora,53.59768,-113.408066,[0.],10,108698,ngOdfJ6lK2eR629ZVj9jvQ,Cora,4270 137th Avenue,T5Y 2W7,"{""GoodForMeal"":""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTableService"":""True"",""HasTV"":""True"",""WiFi"":""u'free'"",""RestaurantsReservations"":""False"",""BusinessParking"":""{'garage': None, 'street': False, 'validated': None, 'lot': None, 'valet': False}"",""Ambience"":""{'touristy': None, 'hipster': False, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"",""Corkage"":""False"",""WheelchairAccessible"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""BYOB"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""Caters"":""True"",""NoiseLevel"":""u'average'"",""Alcohol"":""'none'"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""BikeParking"":""False""}",2.5,"Restaurants, Breakfast & Brunch"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,43437,Tim Hortons,53.487503,-113.48702,[152.9 209.1 188.5 250.1 323.5 195.6 117.7 313.7   0.  326.2  36.1],10,43437,Hf5d6683-zPMmN0tQWi7BQ,Tim Hortons,5010 99 St NW,T6E 3N6,"{""RestaurantsDelivery"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""GoodForKids"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'""}",3.0,"Delis, Restaurants, Coffee & Tea, Food, Sandwiches"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,94864,A&W,53.477703,-113.496376,[  0.  251.9 251.4],10,94864,RW_05NtkwlCHDPidhhSmGg,A&W,4130 Calgary Trail,T6J 6Y6,"{""HasTV"":""True"",""Alcohol"":""'none'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""'casual'"",""Caters"":""False"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""NoiseLevel"":""'average'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True""}",3.5,"Burgers, Fast Food, Restaurants"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,19818,Burger King,53.540916,-113.61879,"[488.6 418.6 406.8 253.7 453.2 158.3   0.  408.9 169.9 163.  208.4 190.4
 421.9 248.5 348.4 398.7 372.9 457.3 483.8]",10,19818,pPe3lGGDgrghGbSPqUtKJw,Burger King,17215 Stony Plain Road NW,T5S 2N2,"{""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2""}",2.0,"Restaurants, Fast Food"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,26185,Boston Pizza,53.425488,-113.4823,[0.],10,26185,xuAfXbfEYJeFlDg7ORudEw,Boston Pizza,9630 Ellerslie Road SW,T6X 0N5,"{""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""WiFi"":""'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""NoiseLevel"":""'average'"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""True"",""BikeParking"":""False"",""HasTV"":""True"",""OutdoorSeating"":""False"",""Alcohol"":""'full_bar'"",""RestaurantsTableService"":""True"",""DriveThru"":""False"",""RestaurantsAttire"":""'casual'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsDelivery"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Caters"":""False""}",3.0,"Pizza, Italian, Restaurants, Burgers, American (Traditional)"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,68418,New Asian Village,53.52387,-113.49409,"[201.3 183.4 305.6 168.5 400.6 426.6 476.9 227.4 250.4   0.  230.4 384.3
 184.3 460.7 303.4 127.2 383.4  51.8  16.1 382.9 412.4 406.8 323.3 422.2
 184.6 139.8 140.2 367.5 451.4 480.2 394.2]",10,68418,VbOgke1g-_5oEjh3CRLtyA,New Asian Village,10143 Saskatchewan Dr NW,T6E 4R5,"{""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""False"",""NoiseLevel"":""u'average'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'no'"",""BikeParking"":""True""}",3.5,"Indian, Pakistani, Restaurants, Chinese"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,93633,Edo Japan,53.60031,-113.55283,[0.],10,93633,y-s2WK3sD8IkeB8FEJyC7Q,Edo Japan,13322 - 137 Avenue,T5L 4Z6,"{""GoodForKids"":""True"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""WiFi"":""u'no'"",""NoiseLevel"":""u'quiet'"",""Caters"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""1"",""BikeParking"":""False"",""RestaurantsDelivery"":""True"",""HasTV"":""True""}",4.0,"Japanese, Restaurants, Fast Food"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,20842,Namaste India,53.541096,-113.60339,[ 85.5   0.   32.7 115.5],10,20842,hlJZryXrUhbAj2T9IrNYew,Namaste India,10070 163 Streeet NW,T5P 3N4,"{""GoodForKids"":""True"",""Alcohol"":""u'beer_and_wine'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTableService"":""True"",""RestaurantsPriceRange2"":""2"",""OutdoorSeating"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True"",""HasTV"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsReservations"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}",3.5,"Indian, Restaurants"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,35860,Second Cup,53.54264,-113.61142,[14.5  0. ],10,35860,yueX2QEsXa5_mTsp_CffjA,Second Cup,222 Mayfield Common,T5P 4B3,"{""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""BikeParking"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""HasTV"":""True"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""WiFi"":""u'free'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",4.0,"Cafes, Restaurants"
Fionn MacCool's Irish Pub,53.54325866699219,-113.49604034423828,103669,Chop Steakhouse & Bar,53.42394,-113.49086,"[242.5 126.9 197.8 106.7 158.7 171.2  39.1 460.5 218.  386.3 335.9 151.3
 118.9   0.   73.8 164. ]",10,103669,-IQsXtexaUmIfSBkhBZrKQ,Chop Steakhouse & Bar,1011 Ellerslie Road SW,T6X 0J3,"{""NoiseLevel"":""u'average'"",""RestaurantsReservations"":""True"",""RestaurantsTakeOut"":""False"",""GoodForKids"":""False"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""3"",""OutdoorSeating"":""True"",""Caters"":""False"",""HappyHour"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsAttire"":""'casual'"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""Ambience"":""{u'hipster': False, u'casual': None, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': True, u'upscale': None}""}",4.0,"Bars, Lounges, Seafood, Steakhouses, Restaurants, Nightlife"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,30519,Domino's Pizza,53.58705,-113.405846,[0.],19,30519,ehgD8q-0bNcK451fXCWU2g,Domino's Pizza,586 Hermitage Road,T5A 4N2,"{""Alcohol"":""u'none'""}",4.0,"Pizza, Italian, Restaurants"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,34568,Copper Branch,53.5411,-113.497925,[152.9 209.1 188.5 250.1 323.5 195.6 117.7 313.7   0.  326.2  36.1],19,34568,LlgWabui8jnUWzuq1oR3iQ,Copper Branch,10316 Jasper Ave,T5J 1Y7,"{""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",4.5,"Gluten-Free, Vegan, Vegetarian, Restaurants"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,65359,Mucho Burrito,53.541206,-113.50928,[0.],19,65359,YB7XhN4rJbF0O0WfEClYgA,Mucho Burrito,10124 109th St NW,T5J 1M7,"{""NoiseLevel"":""u'average'"",""HasTV"":""True"",""Caters"":""True"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""WiFi"":""u'no'"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsGoodForGroups"":""True""}",3.0,"Restaurants, Mexican, Fast Food"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,64004,Delux Burger Bar,53.523304,-113.624016,"[ 91.6 175.6   0.  125.2 340.2  62.6 165.2 300.2 122.7 455.9 203.6  92.
 311.4 197.8 187.6 261.8]",19,64004,Lh3bCDJiO596SXir6e2T0A,Delux Burger Bar,"West Edmonton Mall, Bourbon Street",T5N 4J2,"{""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""Alcohol"":""u'full_bar'"",""WiFi"":""u'no'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': True, 'trendy': False, 'hipster': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""HasTV"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""NoiseLevel"":""u'average'""}",3.5,"Burgers, Restaurants"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,102178,Smitty's Family Restaurant,53.569607,-113.49429,"[261.6 270.8   0.   74.2 116.  173.4 400.6  97.4 144.3 335.2 350.4 415.7
  18.1  18.9  93.9 265.4 430.7 418.  190.6 273.5 327.4 435.  483.  479.9
 493.8]",19,102178,1Jb5B379K2u11dpOq2ynnw,Smitty's Family Restaurant,10115 Princess Elizabeth Avenue,T5G 0X9,"{""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsTableService"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Alcohol"":""u'full_bar'"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""Caters"":""False"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""OutdoorSeating"":""True""}",2.0,"Restaurants, Breakfast & Brunch, American (Traditional)"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,111987,Subway,53.50521,-113.61914,[434.  387.9  82.2   0.   85.9],19,111987,-x-niT6JolhXi6VuKclgxw,Subway,"Callingwood Centre, 6921 172nd St",T5T 5Y1,"{""GoodForKids"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsReservations"":""False""}",2.0,"Sandwiches, Restaurants, Fast Food"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,28757,Arby's,53.581787,-113.556496,[267.  223.6 114.3 407.4  26.7   0. ],19,28757,69BywA0wGlIpq9migi3NNA,Arby's,12523 Street Albert Trail NW,T5L 4H3,"{""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"",""Alcohol"":""u'none'"",""Caters"":""False"",""RestaurantsPriceRange2"":""2"",""HasTV"":""True"",""RestaurantsDelivery"":""True"",""NoiseLevel"":""u'quiet'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""DriveThru"":""True""}",3.5,"Fast Food, Sandwiches, Restaurants"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,14635,Tim Hortons,53.452496,-113.48555,[  0.  251.9 251.4],19,14635,vTNSSvjc2J3DSOsNRdXtRA,Tim Hortons,2133 99th Street NW,T6N 1J7,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""False"",""BikeParking"":""True"",""HasTV"":""True"",""WiFi"":""u'free'""}",3.0,"Restaurants, Delis, Sandwiches, Coffee & Tea, Food"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,65208,Match Eatery & Public House,53.521915,-113.62423,[  0.  257.1],19,65208,2cDbskCOK5m_g8CgcQswFQ,Match Eatery & Public House,"170 Street Northwest, Suite 2710-2716",T5T 4V4,"{""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""True"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"",""GoodForKids"":""False"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""WheelchairAccessible"":""True"",""DogsAllowed"":""False"",""RestaurantsTakeOut"":""True""}",3.5,"Restaurants, Sports Bars, Nightlife, Canadian (New), Burgers, Pizza, Bars"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,77711,Tokyo Express,53.455025,-113.42297,"[488.6 418.6 406.8 253.7 453.2 158.3   0.  408.9 169.9 163.  208.4 190.4
 421.9 248.5 348.4 398.7 372.9 457.3 483.8]",19,77711,-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,5220 23rd Avenue NW,T6L 6Y7,"{""RestaurantsGoodForGroups"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""WiFi"":""'free'"",""OutdoorSeating"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1""}",2.5,"Fast Food, Restaurants, Japanese, Sushi Bars"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,91979,Tony Roma's,53.523167,-113.62415,[0.],19,91979,eY0ixk_DITr1R53HtCIokA,Tony Roma's,1640 Bourbon Street,T5T 3J7,"{""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""HasTV"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""False"",""WiFi"":""u'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",2.5,"American (Traditional), Steakhouses, Restaurants, Barbeque, Seafood"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,2042,Chili's Texas Grill,53.539997,-113.616325,"[201.3 183.4 305.6 168.5 400.6 426.6 476.9 227.4 250.4   0.  230.4 384.3
 184.3 460.7 303.4 127.2 383.4  51.8  16.1 382.9 412.4 406.8 323.3 422.2
 184.6 139.8 140.2 367.5 451.4 480.2 394.2]",19,2042,A6FDSdfwLPgl2T3ayKllqQ,Chili's Texas Grill,17020 100th Avenue,T5S 2E7,"{""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'quiet'"",""HasTV"":""True"",""RestaurantsReservations"":""True"",""Alcohol"":""u'full_bar'"",""BikeParking"":""True"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForKids"":""True"",""WiFi"":""u'no'"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""BusinessAcceptsCreditCards"":""True""}",2.5,"Sports Bars, Nightlife, Bars, Canadian (New), American (New), Tex-Mex, Restaurants"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,64656,Spinelli's Bar Italia,53.5265,-113.61645,"[402.6 418.1 391.  313.6 430.  459.8 122.1 175.3 257.3 490.  391.8 400.1
   0.  125.6 375.7   6.  369.3 290.9 265.4 261.7]",19,64656,MjXZmK9YKOIjKg1GIse51g,Spinelli's Bar Italia,17010 90th Avenue,T5T 1L6,"{""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Caters"":""False"",""HasTV"":""True"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""True"",""Alcohol"":""'beer_and_wine'""}",4.0,"Restaurants, Cafes"
Spinelli's Bar Italia,53.5265007019043,-113.61644744873047,101641,Tim Hortons,53.592476,-113.492615,[390.1 318.1 254.5 464.6 275.3  52.5   0.  190.8 203.6 104.6],19,101641,cOaJqBOKe5xDx9rX3rG2hA,Tim Hortons,9710 132 Ave NW,T5E 6J4,"{""NoiseLevel"":""'average'"",""RestaurantsDelivery"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsReservations"":""False"",""WiFi"":""'free'"",""BikeParking"":""True"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""False"",""OutdoorSeating"":""False"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",2.0,"Coffee & Tea, Food, Sandwiches, Restaurants, Donuts"
