STORE ID,STORE,LATITUDE,LONGITUDE,NEIGHBOR ID,NEIGHBOR STORE,NEIGHBOR LATITUDE,NEIGHBOR LONGITUDE,DISTANCE,COUNTS,id,business_id,name,address,postal_code,attributes,stars,categories
3881,Tim Horton's,53.488529205322266,-113.51557922363281,11290,NYF,53.486,-113.515854,116.3,5,11290,kjAupoMe47MKym3D061tFQ,NYF,"5015 111 Street NW, Unit 903",T6H 4M6,"{""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""'casual'"",""OutdoorSeating"":""False"",""GoodForKids"":""True""}",2.5,"Fast Food, Food, Specialty Food, Restaurants"
3881,Tim Horton's,53.488529205322266,-113.51557922363281,58333,Thai Express,53.486164,-113.51588,110.0,5,58333,fT2a-dt3BmuO5pRe-NagiQ,Thai Express,5015 111 Street,T6H 4M6,"{""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""True""}",2.5,"Restaurants, Thai"
3881,Tim Horton's,53.488529205322266,-113.51557922363281,113890,Sbarro,53.487877,-113.515465,31.6,5,113890,bFL8tPJRTc1AWzrRJrjTwg,Sbarro,11011 51st Avenue NW,T6H,"{""NoiseLevel"":""'average'"",""RestaurantsGoodForGroups"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""'casual'"",""GoodForKids"":""False"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Alcohol"":""'none'"",""RestaurantsPriceRange2"":""2""}",3.5,"Italian, Restaurants"
3893,Quiznos,53.546531677246094,-113.52572631835938,138881,Domino's Pizza,53.540733,-113.52271,422.5,12,138881,ed54mXDm7gXqWUbfKxi4dw,Domino's Pizza,11649 Jasper Avenue,T5K 0M9,"{""OutdoorSeating"":""False"",""WiFi"":""'no'"",""BikeParking"":""False"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""u'average'"",""Alcohol"":""'none'""}",3.0,"Italian, Pizza, Restaurants"
3893,Quiznos,53.546531677246094,-113.52572631835938,37574,Famoso Neapolitan Pizzeria,53.54153,-113.5247,249.8,12,37574,yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,11750 Jasper Avenue NW,T5K 0N3,"{""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""HappyHour"":""True"",""RestaurantsTableService"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Caters"":""False"",""WheelchairAccessible"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""DogsAllowed"":""False"",""Alcohol"":""u'beer_and_wine'"",""Corkage"":""True""}",4.0,"Italian, Restaurants, Pizza"
3893,Quiznos,53.546531677246094,-113.52572631835938,117041,La Shish Taouk,53.54106,-113.52507,253.5,12,117041,m-2d0ATXiY3EqNcWAsHKPg,La Shish Taouk,10106 118 Street NW,T5G 0P5,"{""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""True"",""Alcohol"":""u'none'"",""WiFi"":""u'free'"",""Caters"":""True"",""BikeParking"":""True"",""NoiseLevel"":""u'average'"",""HappyHour"":""False"",""HasTV"":""True"",""Corkage"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsTableService"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""WheelchairAccessible"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BYOB"":""False""}",3.5,"Mediterranean, Lebanese, Halal, Falafel, Restaurants, Middle Eastern"
3893,Quiznos,53.546531677246094,-113.52572631835938,106937,Earls Kitchen + Bar,53.54134,-113.52627,238.2,12,106937,RKy85-FSy7ubifr4gAHgjg,Earls Kitchen + Bar,11830 Jasper Avenue,T5R 0N7,"{""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""Alcohol"":""u'full_bar'"",""BikeParking"":""True"",""HasTV"":""True"",""Smoking"":""u'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""True"",""WiFi"":""u'free'"",""HappyHour"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""WheelchairAccessible"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"",""Music"":""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}""}",3.5,"Comfort Food, Canadian (New), Cocktail Bars, Restaurants, Bars, Pizza, Nightlife, American (New)"
3893,Quiznos,53.546531677246094,-113.52572631835938,103623,Brits Fish & Chips,53.545662,-113.52169,450.4,12,103623,rJ7VuWpAeKa-XB2XH1VVzQ,Brits Fish & Chips,11603 104th Avenue NW,T5K 2R1,"{""Alcohol"":""u'beer_and_wine'"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'no'"",""BikeParking"":""True"",""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""u'average'"",""RestaurantsReservations"":""False"",""BYOB"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Caters"":""False"",""HasTV"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsTableService"":""True"",""RestaurantsDelivery"":""False""}",3.5,"Fish & Chips, British, Restaurants"
3893,Quiznos,53.546531677246094,-113.52572631835938,112414,Pita Pit,53.546432,-113.52555,20.0,12,112414,yh441swKfTFsSrotwZF2_A,Pita Pit,11840 104th Avenue NW,T5K 2T8,"{""NoiseLevel"":""u'quiet'"",""BusinessParking"":""None"",""RestaurantsGoodForGroups"":""False"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""Alcohol"":""u'none'"",""RestaurantsPriceRange2"":""1"",""Ambience"":""None"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsAttire"":""u'casual'"",""Caters"":""True"",""HasTV"":""True""}",3.5,"Juice Bars & Smoothies, Restaurants, Food, Breakfast & Brunch, Sandwiches, Fast Food"
3893,Quiznos,53.546531677246094,-113.52572631835938,143631,McDonald's,53.546627,-113.52284,320.7,12,143631,1tm-CQ4-dFxY03fAScQ01A,McDonald's,11660 104th Avenue,T5K 2T7,"{""BikeParking"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""Alcohol"":""u'none'"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsAttire"":""u'casual'"",""HasTV"":""True"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""True"",""WiFi"":""u'free'"",""RestaurantsTableService"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"",""DriveThru"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTakeOut"":""True""}",2.0,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food"
3893,Quiznos,53.546531677246094,-113.52572631835938,137548,Nando's PERi-PERi,53.546665,-113.52757,205.4,12,137548,gPMCWiXF_jjlLk8dPp7Vug,Nando's PERi-PERi,"11940 104 Avenue, Building 6",T5K 0G6,"{""GoodForKids"":""True"",""HasTV"":""True"",""OutdoorSeating"":""False"",""Alcohol"":""'none'"",""NoiseLevel"":""'average'"",""RestaurantsAttire"":""'casual'"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""True"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""'free'"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"",""RestaurantsPriceRange2"":""2"",""Ambience"":""{u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"",""RestaurantsReservations"":""False"",""BusinessParking"":""{u'valet': False, u'garage': True, u'street': None, u'lot': None, u'validated': None}""}",3.5,"Portuguese, Restaurants, Chicken Shop"
3893,Quiznos,53.546531677246094,-113.52572631835938,146151,Freshii,53.546772,-113.52708,150.5,12,146151,YRXh29U8FiZt8n-5fe-wuA,Freshii,"106-11928 104th Ave NW, Unit 106",T5K 2A7,"{""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""False"",""Alcohol"":""'none'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True""}",4.0,"Restaurants, Food, Ice Cream & Frozen Yogurt, Salad, Specialty Food, Vegetarian, Fast Food, Breakfast & Brunch"
3893,Quiznos,53.546531677246094,-113.52572631835938,57379,Brewsters Brewing Company & Restaurant,53.547016,-113.52178,439.1,12,57379,uXVs9d3WmdAAKlv9otpRaw,Brewsters Brewing Company & Restaurant,11620 104th Avenue NW,T5K 2T7,"{""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'full_bar'"",""BikeParking"":""True"",""Caters"":""False"",""OutdoorSeating"":""True"",""RestaurantsReservations"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""WheelchairAccessible"":""True"",""Smoking"":""u'no'"",""HappyHour"":""True"",""ByAppointmentOnly"":""False"",""BYOB"":""False"",""RestaurantsDelivery"":""True"",""CoatCheck"":""False"",""BestNights"":""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"",""DogsAllowed"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",3.5,"Food, Restaurants, American (New), Canadian (New), Bars, Brewpubs, Sports Bars, Beer Bar, Nightlife, Breweries"
3893,Quiznos,53.546531677246094,-113.52572631835938,132309,Blaze Pizza,53.554092,-113.527985,419.1,12,132309,fsE2w3GzeO84tdIWf9TL4w,Blaze Pizza,12010 104 Ave NW,T5K 0G6,"{""BikeParking"":""True"",""OutdoorSeating"":""True"",""DriveThru"":""False"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'average'"",""Alcohol"":""'none'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""False"",""WiFi"":""'free'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsAttire"":""'casual'"",""DogsAllowed"":""False"",""HasTV"":""True""}",4.5,"Fast Food, Restaurants, Salad, Pizza"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,150213,Bourbon St. Grill,53.522312,-113.62243,36.6,21,150213,5I-ft_njd9AyoQ2GjYOv6w,Bourbon St. Grill,"Phase One Food Court, West Edmonton Mall",T5T 4V4,"{""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True""}",3.5,"Asian Fusion, Restaurants"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,65208,Match Eatery & Public House,53.521915,-113.62423,236.8,21,65208,2cDbskCOK5m_g8CgcQswFQ,Match Eatery & Public House,"170 Street Northwest, Suite 2710-2716",T5T 4V4,"{""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""True"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"",""GoodForKids"":""False"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""WheelchairAccessible"":""True"",""DogsAllowed"":""False"",""RestaurantsTakeOut"":""True""}",3.5,"Restaurants, Sports Bars, Nightlife, Canadian (New), Burgers, Pizza, Bars"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,123850,Freshii,53.522438,-113.62187,27.8,21,123850,7SrKS3L6lRAfDU8FFqQe_g,Freshii,"8882 170 St NW, Phase 3, Food Court",T5T 4M2,"{""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False"",""RestaurantsTableService"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""GoodForKids"":""True"",""OutdoorSeating"":""None""}",3.0,"Restaurants, Fast Food, Vegetarian, Soup, Sandwiches, Salad"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,46388,NYF,53.522446,-113.62187,27.7,21,46388,wf9IqrwI8Vj57U-ABuZ9Dw,NYF,8882-170th Street,T5T 4M2,"{""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""Alcohol"":""u'none'"",""RestaurantsReservations"":""False"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""Caters"":""False"",""WiFi"":""u'no'"",""BikeParking"":""False"",""HasTV"":""True"",""RestaurantsPriceRange2"":""1""}",3.5,"Restaurants, Fast Food"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,100467,Boston Pizza,53.522846,-113.62384,192.1,21,100467,Do61v9fjRDwhK_Zul1ll4g,Boston Pizza,1678-8882 170 St NW,T5T 4M2,"{""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""True"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'loud'"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""False"",""Caters"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""WiFi"":""'free'"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",2.5,"Italian, Pizza, Restaurants"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,31880,Chachi's,53.522884,-113.62221,17.4,21,31880,9PojpRU-OnTMqk4uMqgIXw,Chachi's,"8882 170 Street NW, Suite 1612",T5T,"{""RestaurantsAttire"":""'casual'"",""NoiseLevel"":""u'loud'"",""DriveThru"":""False"",""OutdoorSeating"":""False"",""RestaurantsTableService"":""False"",""Alcohol"":""u'none'"",""RestaurantsDelivery"":""True"",""BikeParking"":""False"",""Caters"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""WiFi"":""'free'"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}",4.5,"Salad, Restaurants, Sandwiches, Fast Food"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,72595,Bourbon St. Grill,53.522896,-113.61992,244.8,21,72595,FpoaA-57ws1LRk_GWK2bZw,Bourbon St. Grill,8882 170 Street NW,T5T 5X1,"{""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""False"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""Caters"":""False"",""BikeParking"":""False"",""HasTV"":""True"",""RestaurantsTakeOut"":""True""}",3.5,"Food Court, Fast Food, Restaurants"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,9206,Edo Japan,53.523018,-113.619675,272.2,21,9206,DkVJN6fTmUM9XxVP0Sp_tA,Edo Japan,8882 - 170 Street,T5T 4J2,"{""WiFi"":""u'no'"",""NoiseLevel"":""u'very_loud'"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""Caters"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'touristy': None, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""BikeParking"":""True""}",3.0,"Restaurants, Japanese"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,65036,Koryo Korean BBQ,53.52306,-113.620346,198.0,21,65036,6s3ggOkDgdxtkVoYlLVgQw,Koryo Korean BBQ,8882 170 Street,T5T 4M2,"{""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'no'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""False"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'very_loud'"",""HasTV"":""True"",""RestaurantsAttire"":""'casual'"",""Caters"":""False""}",4.0,"Restaurants, Korean, Fast Food"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,91979,Tony Roma's,53.523167,-113.62415,228.1,21,91979,eY0ixk_DITr1R53HtCIokA,Tony Roma's,1640 Bourbon Street,T5T 3J7,"{""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""False"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""HasTV"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""False"",""WiFi"":""u'no'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",2.5,"American (Traditional), Steakhouses, Restaurants, Barbeque, Seafood"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,64004,Delux Burger Bar,53.523304,-113.624016,213.8,21,64004,Lh3bCDJiO596SXir6e2T0A,Delux Burger Bar,"West Edmonton Mall, Bourbon Street",T5N 4J2,"{""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""Alcohol"":""u'full_bar'"",""WiFi"":""u'no'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': True, 'trendy': False, 'hipster': False, 'casual': False}"",""RestaurantsTakeOut"":""True"",""HasTV"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""NoiseLevel"":""u'average'""}",3.5,"Burgers, Restaurants"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,139123,Delicious Pho,53.52426,-113.62021,225.1,21,139123,tsOEt8v3chHwL1rZixaf1Q,Delicious Pho,"West Edmonton Mall, 1584-8882 170 Street",T5T 4M2,"{""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""WiFi"":""'no'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True""}",2.5,"Vietnamese, Restaurants"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,142985,Jollibee,53.52533,-113.619736,291.9,21,142985,j4bzJmzzwbz_DH5OkXl6SQ,Jollibee,"17136 90th Avenue Nw, 2-713 714",T5T 4C8,"{""RestaurantsTakeOut"":""True"",""Caters"":""True"",""DriveThru"":""True"",""RestaurantsDelivery"":""True""}",2.0,"Fast Food, Restaurants, Filipino, Chicken Shop"
3973,Calle Mexico,53.52256774902344,-113.62211608886719,73817,Cactus Club Cafe,53.52432,-113.618904,365.6,21,73817,6uT6Py3nhuNuEyMJ_IADZQ,Cactus Club Cafe,"8882 170th Street NW, Unit 1946",T5T 3J7,"{""RestaurantsPriceRange2"":""3"",""GoodForKids"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""CoatCheck"":""False"",""NoiseLevel"":""u'average'"",""Smoking"":""u'no'"",""WiFi"":""'free'"",""HasTV"":""True"",""GoodForDancing"":""False"",""HappyHour"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""Music"":""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"",""BusinessAcceptsCreditCards"":""True"",""GoodForMeal"":""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}""}",4.0,"Bars, Cocktail Bars, Restaurants, American (Traditional), Canadian (New), Nightlife, Food Delivery Services, Food, American (New)"
